,type,title,authors,publish_date,source_records,number_of_pages,publishers,isbn_10,isbn_13,physical_format,full_title,covers,works,key,lc_classifications,local_id,latest_revision,revision,created,last_modified,isbn,identifiers,classifications,description,publish_places,contributions,subjects,languages,pagination,dewey_decimal_class,edition_name,lccn,publish_country,by_statement,oclc_numbers,subtitle,notes,ocaid,weight,physical_dimensions,first_sentence,series,subject_people,table_of_contents,coverimage,genres,copyright_date,ia_box_id,ia_loaded_id,contributors,subject_place,url,uri_descriptions,uris,links,other_titles,work_title,openlibrary,oclc_number,original_isbn,work_titles,subject_time,location
607,{'key': '/type/edition'},Empire of ivory,[{'key': '/authors/OL1434553A'}],2008,"['ia:empireivory00novi', 'bwb:9780007256747', 'bwb:9780007259120']",394.0,['Harper Voyager'],"['0007256744', '0007259123']","['9780007256747', '9780007259120']",,Empire of ivory,[9712944],[{'key': '/works/OL16983220W'}],/books/OL25565511M,['PS3614.O93'],,4,4,"{'type': '/type/datetime', 'value': '2014-07-30T02:01:41.851210'}","{'type': '/type/datetime', 'value': '2022-12-17T04:33:42.865774'}",9780007256747,,,,['London'],,"['Fiction', 'Officers', 'Napoleonic Wars, 1800-1815', 'Dragons']",[{'key': '/languages/eng'}],394 p. ;,['813.6'],,,enk,Naomi Novik,['819675247'],,,empireivory00novi,,,,,['Great Britain. Royal Navy'],,,,2007,,,,,,,,,,,,,,,,
608,{'key': '/type/edition'},Victory of Eagles,[{'key': '/authors/OL1434553A'}],"May 07, 2008","['amazon:0007256752', 'ia:victoryofeagles0000novi', 'bwb:9780007256754', 'promise:bwb_daily_pallets_2021-03-01']",,['Ballantine Books'],['0007256752'],['9780007256754'],hardcover,Victory of Eagles,[10957087],[{'key': '/works/OL24412767W'}],/books/OL32335030M,['PS3614.O93'],['urn:bwbsku:KJ-876-688'],5,5,"{'type': '/type/datetime', 'value': '2021-05-07T03:05:40.131467'}","{'type': '/type/datetime', 'value': '2023-01-15T02:34:06.636344'}",9780007256754,,,,,,,,,,,,,,,,"{'type': '/type/text', 'value': 'Source title: Victory of Eagles (Temeraire, Book 5)'}",victoryofeagles0000novi,,,,,,,,,,,,,,,,,,,,,,,,,
609,{'key': '/type/edition'},Victory of Eagles,[{'key': '/authors/OL1434553A'}],"Jan 01, 2009","['amazon:0007256760', 'bwb:9780007256761', 'promise:bwb_daily_pallets_2022-03-17']",352.0,"['Harper Voyager', 'imusti']",['0007256760'],['9780007256761'],paperback,Victory of Eagles,[10957088],[{'key': '/works/OL24412767W'}],/books/OL32335031M,['PS3614.O93'],['urn:bwbsku:KQ-508-856'],4,4,"{'type': '/type/datetime', 'value': '2021-05-07T03:05:42.146772'}","{'type': '/type/datetime', 'value': '2022-12-07T17:41:16.026762'}",9780007256761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,{'key': '/type/edition'},Tongues of serpents,[{'key': '/authors/OL1434553A'}],2011,"['ia:tonguesofserpent0000novi', 'bwb:9780007256785', 'bwb:9780007256778']",,,"['0007256787', '0007256779']","['9780007256785', '9780007256778']",,Tongues of serpents,[10222290],[{'key': '/works/OL20891372W'}],/books/OL28297419M,['PS3614.O93'],,6,6,"{'type': '/type/datetime', 'value': '2020-06-30T05:26:57.803439'}","{'type': '/type/datetime', 'value': '2022-12-17T06:52:10.547200'}",9780007256778,{},{},"FANTASY. AUSTRALIAN. Naomi Novik's stunning series of novels follow the global adventures of Captain William Laurence and his fighting dragon Temeraire as they are thrown together to fight for Britain during the turbulent time of the Napoleonic Wars. Convicted of treason and stripped of rank and standing, Temeraire and Lawrence are transported to the prison colony at New South Wales. With them travel three dragon eggs destined to be handed over to second-rate officers willing to accept so remote an assignment -- including one former acquaintance, Captain Rankin, whose cruelty once cost a dragon its life. They arrive at a young Australian colony in turmoil after the overthrow of the military governor, William Bligh -- formerly Captain Bligh, late of HMS Bounty. Eager to escape the political quagmire, Laurence and Temeraire accept a mission to pioneer a route through the forbidding Blue Mountains and into the interior of Australia.",,,"['Ship captains', 'Fiction', 'William Laurence (Fictitious character)', 'Napoleonic Wars, 1800-1815', 'Dragons']",[{'key': '/languages/eng'}],1 volume,['813.6'],,,enk,Naomi Novik,['751860960'],,Originally published: 2010.,tonguesofserpent0000novi,,,,['Temeraire -- bk. 6'],,,,,,,,,,,,,,,,,,,,,
611,{'key': '/type/edition'},Tongues of serpents,[{'key': '/authors/OL1434553A'}],2011,"['ia:tonguesofserpent0000novi', 'bwb:9780007256785', 'bwb:9780007256778']",,,"['0007256787', '0007256779']","['9780007256785', '9780007256778']",,Tongues of serpents,[10222290],[{'key': '/works/OL20891372W'}],/books/OL28297419M,['PS3614.O93'],,6,6,"{'type': '/type/datetime', 'value': '2020-06-30T05:26:57.803439'}","{'type': '/type/datetime', 'value': '2022-12-17T06:52:10.547200'}",9780007256785,{},{},"FANTASY. AUSTRALIAN. Naomi Novik's stunning series of novels follow the global adventures of Captain William Laurence and his fighting dragon Temeraire as they are thrown together to fight for Britain during the turbulent time of the Napoleonic Wars. Convicted of treason and stripped of rank and standing, Temeraire and Lawrence are transported to the prison colony at New South Wales. With them travel three dragon eggs destined to be handed over to second-rate officers willing to accept so remote an assignment -- including one former acquaintance, Captain Rankin, whose cruelty once cost a dragon its life. They arrive at a young Australian colony in turmoil after the overthrow of the military governor, William Bligh -- formerly Captain Bligh, late of HMS Bounty. Eager to escape the political quagmire, Laurence and Temeraire accept a mission to pioneer a route through the forbidding Blue Mountains and into the interior of Australia.",,,"['Ship captains', 'Fiction', 'William Laurence (Fictitious character)', 'Napoleonic Wars, 1800-1815', 'Dragons']",[{'key': '/languages/eng'}],1 volume,['813.6'],,,enk,Naomi Novik,['751860960'],,Originally published: 2010.,tonguesofserpent0000novi,,,,['Temeraire -- bk. 6'],,,,,,,,,,,,,,,,,,,,,
612,{'key': '/type/edition'},Temeraire,[{'key': '/authors/OL1434553A'}],"Aug 06, 2007","['amazon:0007258712', 'bwb:9780007258710']",352.0,"['Harper Voyager', 'imusti']",['0007258712'],['9780007258710'],paperback,Temeraire,[10680130],[{'key': '/works/OL22453117W'}],/books/OL32013595M,['PS3614.O93'],,3,3,"{'type': '/type/datetime', 'value': '2021-03-08T00:26:33.367084'}","{'type': '/type/datetime', 'value': '2021-11-02T07:30:57.214830'}",9780007258710,,,,,,,,,,,,,,,,"{'type': '/type/text', 'value': 'Source title: Temeraire (Temeraire, Book 1)'}",,,,,,,,,,,,,,,,,,,,,,,,,,
613,{'key': '/type/edition'},Throne of Jade,[{'key': '/authors/OL1434553A'}],2008,['bwb:9780007258727'],400.0,['HarperCollins Publishers Limited'],,['9780007258727'],,Throne of Jade,,[{'key': '/works/OL21012517W'}],/books/OL28441554M,['PS3614.O93'],,2,2,"{'type': '/type/datetime', 'value': '2020-08-01T22:11:19.598532'}","{'type': '/type/datetime', 'value': '2021-09-04T07:30:16.232892'}",9780007258727,,,,,,"['Fiction, fantasy, historical', 'Napoleonic wars, 1800-1815, fiction', 'Fiction, war & military']",[{'key': '/languages/eng'}],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,{'key': '/type/edition'},Empire of Ivory,[{'key': '/authors/OL1434553A'}],"May 07, 2008",['amazon:0007258739'],400.0,['Harper'],['0007258739'],['9780007258734'],paperback,Empire of Ivory,[11016526],[{'key': '/works/OL24437105W'}],/books/OL32367010M,,,2,2,"{'type': '/type/datetime', 'value': '2021-05-09T09:55:09.257528'}","{'type': '/type/datetime', 'value': '2021-09-04T07:30:16.232892'}",9780007258734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,{'key': '/type/edition'},Victory of Eagles,[{'key': '/authors/OL1434553A'}],"May 07, 2008","['amazon:0007259158', 'bwb:9780007259151']",,['Del Rey'],['0007259158'],['9780007259151'],paperback,Victory of Eagles,[11016527],[{'key': '/works/OL24412767W'}],/books/OL32367011M,,,3,3,"{'type': '/type/datetime', 'value': '2021-05-09T09:55:11.201371'}","{'type': '/type/datetime', 'value': '2022-12-17T07:05:25.024557'}",9780007259151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,{'key': '/type/edition'},Temeraire,,2009,"['marc_overdrive/InternetArchiveCrMarc-2010-06-11m.mrc:4934631:2473', 'bwb:9780007318551']",,['HarperCollins'],,['9780007318551'],E-book,,,[{'key': '/works/OL5846672W'}],/books/OL24293432M,,,4,4,"{'type': '/type/datetime', 'value': '2010-06-23T02:22:46.018094'}","{'type': '/type/datetime', 'value': '2022-02-26T12:30:06.773559'}",9780007318551,{'overdrive': ['CA9CA319-7DA6-4D55-A40F-A94FE673D1D8']},,,['Glasgow'],,,[{'key': '/languages/eng'}],,,,,nyu,,,,,,,,,,,,,,,,,,,,,,,,,,,9780007258710,,,
617,{'key': '/type/edition'},Black Powder War,[{'key': '/authors/OL1434553A'}],2009,"['marc_overdrive/InternetArchiveCrMarc-2010-06-11n.mrc:400577:3134', 'bwb:9780007318568']",,['HarperCollins'],,['9780007318568'],Electronic resource,,[6414957],[{'key': '/works/OL5846669W'}],/books/OL24266170M,,,4,4,"{'type': '/type/datetime', 'value': '2010-06-17T22:37:19.703981'}","{'type': '/type/datetime', 'value': '2022-02-26T11:24:21.035195'}",9780007318568,{'overdrive': ['796469F6-E3D8-453C-90E6-AFD628F3C53C']},,,['Glasgow'],,,[{'key': '/languages/eng'}],,,,,nyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,{'key': '/type/edition'},Throne of Jade,,2009,"['marc_overdrive/InternetArchiveCrMarc-2010-06-11o.mrc:1202079:2322', 'bwb:9780007318575']",,['HarperCollins'],,['9780007318575'],E-book,,,[{'key': '/works/OL5846670W'}],/books/OL24294974M,,,3,3,"{'type': '/type/datetime', 'value': '2010-06-23T03:08:17.615248'}","{'type': '/type/datetime', 'value': '2022-02-26T12:46:38.096313'}",9780007318575,{'overdrive': ['E83EB2C3-335C-4052-BDFF-BE6CCD9EF0A0']},,,['Glasgow'],,,[{'key': '/languages/eng'}],,,,,nyu,,,,,,,,,,,,,,,,,,,,,,,,,,,9780007258727,,,
619,{'key': '/type/edition'},Empire of Ivory,,2009,"['marc:marc_overdrive/InternetArchiveCrMarc-2010-06-11q.mrc:8296591:2073', 'bwb:9780007318582']",,['HarperCollins'],,['9780007318582'],eBook,,[6446737],[{'key': '/works/OL15170653W'}],/books/OL24322195M,,,3,3,"{'type': '/type/datetime', 'value': '2010-07-01T05:02:37.455445'}","{'type': '/type/datetime', 'value': '2022-02-26T09:39:43.288749'}",9780007318582,{'overdrive': ['2697A1CE-C318-4DE8-B7C7-E4BF8F7F2651']},,,['Glasgow'],,,[{'key': '/languages/eng'}],,,,,nyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,{'key': '/type/edition'},Victory of Eagles,,2009,"['marc_overdrive/InternetArchiveCrMarc-2010-06-11j.mrc:6444662:2017', 'bwb:9780007318612']",,['HarperCollins'],,['9780007318612'],E-book,,,[{'key': '/works/OL5846667W'}],/books/OL24290680M,,,3,3,"{'type': '/type/datetime', 'value': '2010-06-23T01:02:46.390969'}","{'type': '/type/datetime', 'value': '2022-02-26T12:46:37.513226'}",9780007318612,{'overdrive': ['108F690E-0F9E-434D-A74B-83276A86CD08']},,"{'type': '/type/text', 'value': ""The fifth instalment of the New York Times bestselling series, Temeraire. Laurence waits to be hanged as a traitor to the Crown, and Temeraire is confined to the breeding grounds as Napoleon invades Britain, and takes London.Laurence and Temeraire have betrayed the British. They have foiled their attempts to inflict death upon the French dragons by sharing the cure they found in Africa with their enemy.But following their conscience has a price. Laurence feels he must return to face the consequences, and as soon as they land they are taken into custody. Laurence is condemned to the gallows and Temeraire faces a life of captivity in the breeding grounds. None of their friends or allies can come to their aid, for every hand is needed elsewhere.Britain is completely unprepared for Bonaparte invasion and the advanced tactics of his own celestial dragon – Temeraire's mortal enemy – Lien.""}",['Glasgow'],,,[{'key': '/languages/eng'}],,,,,nyu,,,,,,,,,,,,,,,,,,,,,,,,,,,9780007256761,,,
621,{'key': '/type/edition'},Tongues of Serpents,[{'key': '/authors/OL1434553A'}],2010,['bwb:9780007352425'],,['HarperCollins Publishers'],,['9780007352425'],,Tongues of Serpents,,[{'key': '/works/OL27326787W'}],/books/OL37103668M,,,2,2,"{'type': '/type/datetime', 'value': '2022-02-25T22:09:51.431882'}","{'type': '/type/datetime', 'value': '2022-05-14T11:15:14.415896'}",9780007352425,,,,,,"['Napoleonic wars, 1800-1815, fiction', 'Fiction, fantasy, historical']",[{'key': '/languages/eng'}],352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,{'key': '/type/edition'},Temeraire,[{'key': '/authors/OL1434553A'}],2006,"['ia:temeraire0000novi', 'promise:bwb_daily_pallets_2020-06-24', 'bwb:9780007451425']",340.0,['Voyager'],['0007451423'],['9780007451425'],,Temeraire,[10812569],[{'key': '/works/OL22453117W'}],/books/OL32146531M,,['urn:bwbsku:KN-592-565'],4,4,"{'type': '/type/datetime', 'value': '2021-03-28T04:40:51.636145'}","{'type': '/type/datetime', 'value': '2022-12-17T10:19:53.377906'}",9780007451425,{'amazon': ['']},,"{'type': '/type/text', 'value': 'An historical fantasy with bite. This debut novel from Naomi Novik is set in the Napoleonic period and layers history with imagination and fantasy by adding the Dragon Air Force to the battle for England.'}",['London'],,"['Napoleonic Wars, 1800-1815', 'Fiction', 'Dragons']",[{'key': '/languages/eng'}],340 p.,['813.6'],,,enk,Naomi Novik,['1158385913'],,,temeraire0000novi,,,,,,,,,,,,,,,,,,,,,,,,,
623,{'key': '/type/edition'},Blood Of Tyrants,,2014,['bwb:9780007569083'],,['HarperCollins Publishers'],,['9780007569083'],,,[7564031],[{'key': '/works/OL17430855W'}],/books/OL26014036M,['PS3614.O93'],,4,4,"{'type': '/type/datetime', 'value': '2016-10-14T06:58:47.806188'}","{'type': '/type/datetime', 'value': '2021-12-25T10:37:33.221200'}",9780007569083,{},{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,{'key': '/type/edition'},Blood of Tyrants,[{'key': '/authors/OL1434553A'}],2014,['bwb:9780007569090'],,['HarperCollins Publishers'],,['9780007569090'],,Blood of Tyrants,,[{'key': '/works/OL27357636W'}],/books/OL37170731M,,,2,2,"{'type': '/type/datetime', 'value': '2022-02-26T16:44:59.116657'}","{'type': '/type/datetime', 'value': '2022-05-14T11:15:14.415896'}",9780007569090,,,,,,"['Fiction, fantasy, general', 'Napoleonic wars, 1800-1815, fiction']",[{'key': '/languages/eng'}],448,,,,,,,,,,0.270,,,,,,,,,,,,,,,,,,,,,,,,
625,{'key': '/type/edition'},Crucible Of Gold,[{'key': '/authors/OL1434553A'}],"Jun 17, 2001","['amazon:0007569106', 'bwb:9780007569106']",,['Harper Voyager'],['0007569106'],['9780007569106'],paperback,Crucible Of Gold,[10191697],[{'key': '/works/OL20871705W'}],/books/OL28263635M,['PS3614.O93'],,4,4,"{'type': '/type/datetime', 'value': '2020-06-17T03:53:50.965319'}","{'type': '/type/datetime', 'value': '2021-09-04T07:30:16.232892'}",9780007569106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,{'key': '/type/edition'},Crucible of Gold,[{'key': '/authors/OL1434553A'}],2014,['bwb:9780007569113'],,['HarperCollins Publishers'],,['9780007569113'],,Crucible of Gold,,[{'key': '/works/OL27357637W'}],/books/OL37170732M,,,2,2,"{'type': '/type/datetime', 'value': '2022-02-26T16:44:59.796575'}","{'type': '/type/datetime', 'value': '2022-05-14T11:15:14.415896'}",9780007569113,,,,,,"['Fiction, fantasy, general', 'Napoleonic wars, 1800-1815, fiction']",[{'key': '/languages/eng'}],362,,,,,,,,,,0.270,,,,,,,,,,,,,,,,,,,,,,,,
627,{'key': '/type/edition'},Temeraire,[{'key': '/authors/OL10443469A'}],2014,['bwb:9780007578917'],,['HarperCollins Publishers Limited'],,['9780007578917'],,Temeraire,,[{'key': '/works/OL31814294W'}],/books/OL44143968M,,,1,1,"{'type': '/type/datetime', 'value': '2022-12-17T07:48:58.153791'}","{'type': '/type/datetime', 'value': '2022-12-17T07:48:58.153791'}",9780007578917,,,,,,"['Fiction, fantasy, historical', 'Fiction, war & military', 'Napoleonic wars, 1800-1815, fiction']",[{'key': '/languages/eng'}],352,,,,,,,,,,0.270,,,,,,,,,,,,,,,,,,,,,,,,
628,{'key': '/type/edition'},Throne of Jade,[{'key': '/authors/OL10443469A'}],2014,['bwb:9780007578924'],,['HarperCollins Publishers Limited'],,['9780007578924'],,Throne of Jade,,[{'key': '/works/OL32389173W'}],/books/OL44149199M,,,1,1,"{'type': '/type/datetime', 'value': '2022-12-17T08:08:19.782678'}","{'type': '/type/datetime', 'value': '2022-12-17T08:08:19.782678'}",9780007578924,,,,,,"['Napoleonic wars, 1800-1815, fiction', 'Fiction, war & military', 'Fiction, fantasy, historical']",[{'key': '/languages/eng'}],400,,,,,,,,,,0.270,,,,,,,,,,,,,,,,,,,,,,,,
629,{'key': '/type/edition'},Black Powder War,[{'key': '/authors/OL10443469A'}],2014,['bwb:9780007578931'],,['HarperCollins Publishers Limited'],,['9780007578931'],,Black Powder War,,[{'key': '/works/OL32352249W'}],/books/OL44147591M,,,1,1,"{'type': '/type/datetime', 'value': '2022-12-17T08:02:33.531898'}","{'type': '/type/datetime', 'value': '2022-12-17T08:02:33.531898'}",9780007578931,,,,,,"['Napoleonic wars, 1800-1815, fiction', 'Fiction, war & military', 'Fiction, action & adventure', 'Istanbul (turkey), fiction', 'England, fiction', 'Fiction, fantasy, historical']",[{'key': '/languages/eng'}],368,,,,,,,,,,0.270,,,,,,,,,,,,,,,,,,,,,,,,
630,{'key': '/type/edition'},Empire of Ivory,[{'key': '/authors/OL1434553A'}],"Aug 14, 2014","['amazon:0007578946', 'bwb:9780007578948']",,['Harper Voyager'],['0007578946'],['9780007578948'],paperback,Empire of Ivory,[12282472],[{'key': '/works/OL26279909W'}],/books/OL35441319M,,,3,3,"{'type': '/type/datetime', 'value': '2021-11-01T14:21:39.411575'}","{'type': '/type/datetime', 'value': '2022-12-17T08:16:12.002578'}",9780007578948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,{'key': '/type/edition'},Victory of Eagles,[{'key': '/authors/OL10443469A'}],2014,['bwb:9780007578955'],,['HarperCollins Publishers Limited'],,['9780007578955'],,Victory of Eagles,,[{'key': '/works/OL32383274W'}],/books/OL44140844M,,,1,1,"{'type': '/type/datetime', 'value': '2022-12-17T07:36:41.827426'}","{'type': '/type/datetime', 'value': '2022-12-17T07:36:41.827426'}",9780007578955,,,,,,"['Fiction, fantasy, historical', 'Fiction, war & military', 'Fiction, alternative history', 'Great britain, fiction', 'Napoleonic wars, 1800-1815, fiction']",[{'key': '/languages/eng'}],352,,,,,,,,,,0.270,,,,,,,,,,,,,,,,,,,,,,,,
632,{'key': '/type/edition'},Tongues of Serpents,[{'key': '/authors/OL10443469A'}],2014,['bwb:9780007578962'],,['HarperCollins Publishers Limited'],,['9780007578962'],,Tongues of Serpents,,[{'key': '/works/OL28031020W'}],/books/OL44140834M,,,1,1,"{'type': '/type/datetime', 'value': '2022-12-17T07:36:40.585078'}","{'type': '/type/datetime', 'value': '2022-12-17T07:36:40.585078'}",9780007578962,,,,,,"['Napoleonic wars, 1800-1815, fiction', 'Fiction, fantasy, historical']",[{'key': '/languages/eng'}],352,,,,,,,,,,0.270,,,,,,,,,,,,,,,,,,,,,,,,
633,{'key': '/type/edition'},Temeraire Series Books 1-3,[{'key': '/authors/OL1434553A'}],2015,['bwb:9780008118358'],,['HarperCollins Publishers'],,['9780008118358'],,,,[{'key': '/works/OL27365332W'}],/books/OL37188058M,,,2,2,"{'type': '/type/datetime', 'value': '2022-02-26T22:31:17.666542'}","{'type': '/type/datetime', 'value': '2022-05-14T11:15:14.415896'}",9780008118358,,,,,,,[{'key': '/languages/eng'}],1104,,,,,,,"Temeraire, Throne of Jade, Black Powder War",,,0.270,,,,,,,,,,,,,,,,,,,,,,,,
634,{'key': '/type/edition'},League of Dragons,[{'key': '/authors/OL1434553A'}],2016,['bwb:9780008121150'],,['HarperCollins Publishers'],,['9780008121150'],,League of Dragons,,[{'key': '/works/OL27382663W'}],/books/OL37250478M,,,2,2,"{'type': '/type/datetime', 'value': '2022-02-27T12:04:49.362060'}","{'type': '/type/datetime', 'value': '2022-05-14T11:15:14.415896'}",9780008121150,,,,,,"['Fiction, fantasy, historical', 'Fiction, alternative history', 'Napoleonic wars, 1800-1815, fiction', 'Great britain, fiction', 'Fiction, science fiction, action & adventure']",[{'key': '/languages/eng'}],400,,,,,,,,,,0.270,,,,,,,,,,,,,,,,,,,,,,,,
635,{'key': '/type/edition'},League of Dragons (The Temeraire Series),[{'key': '/authors/OL1434553A'}],"Jan 01, 2016","['amazon:0008121168', 'bwb:9780008121167', 'ia:leagueofdragons0000novi_e5x9', 'promise:bwb_daily_pallets_2022-03-17']",,['Harper Voyager'],['0008121168'],['9780008121167'],paperback,League of Dragons (The Temeraire Series),[8759112],[{'key': '/works/OL20095395W'}],/books/OL27275440M,['PS3614.O93'],['urn:bwbsku:KP-697-464'],4,4,"{'type': '/type/datetime', 'value': '2019-08-22T08:54:06.003914'}","{'type': '/type/datetime', 'value': '2022-12-07T01:33:06.091029'}",9780008121167,{'amazon': ['0008121168']},,,,,,,,,,,,,,,,leagueofdragons0000novi_e5x9,,,,,,,,,,,,,,,,,,,,,,,,,
636,{'key': '/type/edition'},Deadline,,"June 1, 2011","['marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run04.mrc:156991437:2769', 'bwb:9780316081061', 'marc:marc_loc_2016/BooksAll.2016.part42.utf8:22817905:1480']",,['Orbit'],['031608106X'],['9780316081061'],,,[7142294],[{'key': '/works/OL16684211W'}],/books/OL25358256M,"['CPB Box no. 113 vol. 18', 'CPB']","['urn:sfpl:31223096497228', 'urn:sfpl:31223121150818', 'urn:sfpl:31223091222944', 'urn:sfpl:31223096497202', 'urn:sfpl:31223096497293']",9,9,"{'type': '/type/datetime', 'value': '2012-06-20T15:54:06.677645'}","{'type': '/type/datetime', 'value': '2022-05-26T01:05:01.425611'}",9780316081061,,,,,,,,,,,['2014661030'],,,,"(Newsflesh, Book 2)",,deadline00mira,,,,,,,,,,,,,,,,,,,,,,,,,
637,{'key': '/type/edition'},Blackout,,"June 1, 2012","['marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run04.mrc:252556374:3147', 'amazon:0316081078', 'bwb:9780316081078', 'marc:marc_loc_2016/BooksAll.2016.part40.utf8:85090841:1316', 'ia:blackout0000gran', 'promise:bwb_daily_pallets_2020-10-07']",,['Orbit'],['0316081078'],['9780316081078'],,,[7142296],[{'key': '/works/OL16684212W'}],/books/OL25358257M,"['PS3607.R36395 B58 2012', 'PS3607.R36395 B53 2012']","['urn:sfpl:31223121262993', 'urn:sfpl:31223100857599', 'urn:sfpl:31223100857664', 'urn:sfpl:31223121263009', 'urn:sfpl:31223121263017', 'urn:bwbsku:O6-DUA-385']",10,10,"{'type': '/type/datetime', 'value': '2012-06-20T15:58:45.726353'}","{'type': '/type/datetime', 'value': '2022-12-09T22:20:00.425831'}",9780316081078,,,,,,,,,,,['2012462236'],,,,"(Newsflesh, Book 3)",,blackout0000gran,,,,,,,,,,,,,,,,,,,,,,,,,
638,{'key': '/type/edition'},Deadline,[{'key': '/authors/OL9992519A'}],2011,['bwb:9780316134262'],,['Orbit'],,['9780316134262'],,Deadline,,[{'key': '/works/OL32461444W'}],/books/OL44242367M,,,1,1,"{'type': '/type/datetime', 'value': '2022-12-17T17:56:51.117965'}","{'type': '/type/datetime', 'value': '2022-12-17T17:56:51.117965'}",9780316134262,,,,,,,[{'key': '/languages/eng'}],624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,{'key': '/type/edition'},Apocalypse Scenario #683: The Box,[{'key': '/authors/OL6811709A'}],"Apr 18, 2011","['amazon:B004NSV5DG', 'bwb:9780316194969']",24.0,['Orbit'],['0316194964'],['9780316194969'],,,[8746318],[{'key': '/works/OL20064360W'}],/books/OL27244348M,,,3,3,"{'type': '/type/datetime', 'value': '2019-07-24T11:11:27.075214'}","{'type': '/type/datetime', 'value': '2021-12-06T20:35:36.622572'}",9780316194969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,{'key': '/type/edition'},Blackout,[{'key': '/authors/OL9992519A'}],2012,['bwb:9780316202183'],,['Orbit'],,['9780316202183'],,Blackout,,[{'key': '/works/OL32464130W'}],/books/OL44246814M,,,1,1,"{'type': '/type/datetime', 'value': '2022-12-17T18:21:07.324633'}","{'type': '/type/datetime', 'value': '2022-12-17T18:21:07.324633'}",9780316202183,,,,,,"['Fiction, horror']",[{'key': '/languages/eng'}],672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,{'key': '/type/edition'},Symbiont,[{'key': '/authors/OL6811709A'}],2014,"['marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run05.mrc:92652170:3497', 'ia:symbiont0000gran', 'bwb:9780316218993', 'marc:marc_loc_2016/BooksAll.2016.part41.utf8:161489376:1731', 'ia:symbiont0000gran_v1e9']",518.0,,['0316218995'],['9780316218993'],,,[10207940],[{'key': '/works/OL19987033W'}],/books/OL27167155M,"['PS3607.R36395 S96 2014', 'PS3607.R36395S96']","['urn:sfpl:31223112077269', 'urn:sfpl:31223112076816', 'urn:sfpl:31223112077699', 'urn:sfpl:31223112076469', 'urn:sfpl:31223112076451', 'urn:sfpl:31223112076808', 'urn:sfpl:31223112077673']",7,7,"{'type': '/type/datetime', 'value': '2019-07-18T15:45:12.151608'}","{'type': '/type/datetime', 'value': '2022-05-26T02:53:29.720750'}",9780316218993,,,"{'type': '/type/text', 'value': '""THE SECOND BOOK IN MIRA GRANT\'S TERRIFYING PARASITOLOGY SERIES. THE ENEMY IS INSIDE US. The SymboGen designed tapeworms were created to relieve humanity of disease and sickness. But the implants in the majority of the world\'s population began attacking their hosts turning them into a ravenous horde. Now those who do not appear to be afflicted are being gathered for quarantine as panic spreads, but Sal and her companions must discover how the tapeworms are taking over their hosts, what their eventual goal is, and how they can be stopped""--'}",,,"['Fiction', 'Genetic engineering', 'Parasites']",[{'key': '/languages/eng'}],518 pages,['813/.6'],First edition.,['2014015833'],nyu,Mira Grant,['883304571'],,,symbiont0000gran,,,,['Parasitology -- 2'],,,,,,,,,,,,,,,,,,,,,
642,{'key': '/type/edition'},Symbiont,[{'key': '/authors/OL9992519A'}],2014,['bwb:9780316219006'],,['Orbit'],,['9780316219006'],,Symbiont,,[{'key': '/works/OL32469210W'}],/books/OL44253671M,,,1,1,"{'type': '/type/datetime', 'value': '2022-12-17T19:32:46.879598'}","{'type': '/type/datetime', 'value': '2022-12-17T19:32:46.879598'}",9780316219006,,,,,,"['Fiction, horror', 'Fiction, science fiction, general']",[{'key': '/languages/eng'}],528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,{'key': '/type/edition'},Symbiont (Parasitology),[{'key': '/authors/OL6811709A'}],"Oct 13, 2015","['amazon:0316219010', 'bwb:9780316219013']",544.0,['Orbit'],['0316219010'],['9780316219013'],,,[8402582],[{'key': '/works/OL19086677W'}],/books/OL26753292M,,,3,3,"{'type': '/type/datetime', 'value': '2019-03-05T06:09:56.928946'}","{'type': '/type/datetime', 'value': '2021-12-06T20:35:36.622572'}",9780316219013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
